timestamp,Net Electricity Consumption-kWh,Non-shiftable Load-kWh,Non-shiftable Load Electricity Consumption-kWh,Energy Production from PV-kWh
2025-06-23T02:45:00,2.25,2.25,2.25,-0.0
2025-06-23T03:00:00,2.0,2.0,2.0,-0.0
2025-06-23T03:15:00,2.0,2.0,2.0,-0.0
2025-06-23T03:30:00,2.0,2.0,2.0,-0.0
2025-06-23T03:45:00,2.0,2.0,2.0,-0.0
2025-06-23T04:00:00,2.0,2.0,2.0,-0.0
2025-06-23T04:15:00,2.5,2.5,2.5,-0.0
2025-06-23T04:30:00,2.0,2.0,2.0,-0.0
2025-06-23T04:45:00,2.0,2.0,2.0,-0.0
2025-06-23T05:00:00,2.0,2.0,2.0,-0.0
2025-06-23T05:15:00,2.0,2.0,2.0,-0.0
2025-06-23T05:30:00,2.0,2.0,2.0,-0.0
2025-06-23T05:45:00,2.25,2.25,2.25,-0.0
2025-06-23T06:00:00,2.0,2.0,2.0,-0.0
2025-06-23T06:15:00,1.64534592628479,1.784999966621399,1.784999966621399,-0.1396539956331253
2025-06-23T06:30:00,1.2715816497802734,1.909999966621399,1.909999966621399,-0.6384182572364807
2025-06-23T06:45:00,0.6253916025161743,1.7925000190734863,1.7925000190734863,-1.167108416557312
2025-06-23T07:00:00,1.4987177848815918,2.0325000286102295,2.0325000286102295,-0.5337823033332825
2025-06-23T07:15:00,2.1175172328948975,2.930000066757202,2.930000066757202,-0.8124827742576599
2025-06-23T07:30:00,1.8462212085723877,3.234999895095825,3.234999895095825,-1.3887786865234375
2025-06-23T07:45:00,1.715020775794983,3.382499933242798,3.382499933242798,-1.667479157447815
2025-06-23T08:00:00,2.208588123321533,3.372499942779541,3.372499942779541,-1.1639118194580078
2025-06-23T08:15:00,1.442078709602356,3.069999933242798,3.069999933242798,-1.627921223640442
2025-06-23T08:30:00,1.4319334030151367,3.3450000286102295,3.3450000286102295,-1.9130666255950928
2025-06-23T08:45:00,1.9397729635238647,3.632499933242798,3.632499933242798,-1.692726969718933
2025-06-23T09:00:00,2.883820056915283,4.230000019073486,4.230000019073486,-1.3461799621582031
2025-06-23T09:15:00,1.545217752456665,4.514999866485596,4.514999866485596,-2.9697821140289307
2025-06-23T09:30:00,1.0978868007659912,4.597499847412109,4.597499847412109,-3.499613046646118
2025-06-23T09:45:00,0.8548946380615234,4.425000190734863,4.425000190734863,-3.57010555267334
2025-06-23T10:00:00,1.1022751331329346,3.819999933242798,3.819999933242798,-2.7177248001098633
2025-06-23T10:15:00,2.0552284717559814,4.409999847412109,4.409999847412109,-2.354771375656128
2025-06-23T10:30:00,2.209564447402954,5.755000114440918,5.755000114440918,-3.545435667037964
2025-06-23T10:45:00,0.6552090644836426,5.710000038146973,5.710000038146973,-5.05479097366333
2025-06-23T11:00:00,0.4061417579650879,5.039999961853027,5.039999961853027,-4.6338582038879395
2025-06-23T11:15:00,2.26381254196167,5.892499923706055,5.892499923706055,-3.6286873817443848
2025-06-23T11:30:00,1.6707158088684082,6.40749979019165,6.40749979019165,-4.736783981323242
2025-06-23T11:45:00,0.6691656112670898,5.394999980926514,5.394999980926514,-4.725834369659424
2025-06-23T12:00:00,0.0,4.787499904632568,4.787499904632568,-5.744210720062256
2025-06-23T12:15:00,0.0,5.59499979019165,5.59499979019165,-6.014397144317627
2025-06-23T12:30:00,0.0,4.420000076293945,4.420000076293945,-6.299960136413574
2025-06-23T12:45:00,0.0,5.054999828338623,5.054999828338623,-5.100595474243164
2025-06-23T13:00:00,0.0,5.375,5.375,-6.485832214355469
2025-06-23T13:15:00,0.0,5.019999980926514,5.019999980926514,-6.6133503913879395
2025-06-23T13:30:00,0.0,4.429999828338623,4.429999828338623,-6.314342498779297
2025-06-23T13:45:00,0.0,4.737500190734863,4.737500190734863,-5.485475063323975
2025-06-23T14:00:00,0.0,4.152500152587891,4.152500152587891,-5.179931163787842
2025-06-23T14:15:00,0.0,5.144999980926514,5.144999980926514,-4.73455810546875
2025-06-23T14:30:00,0.0,4.820000171661377,4.820000171661377,-5.326926231384277
2025-06-23T14:45:00,0.0,5.204999923706055,5.204999923706055,-5.006608486175537
2025-06-23T15:00:00,0.0,5.327499866485596,5.327499866485596,-4.297338962554932
2025-06-23T15:15:00,0.0,5.577499866485596,5.577499866485596,-5.187518119812012
2025-06-23T15:30:00,0.0,5.045000076293945,5.045000076293945,-4.490952968597412
2025-06-23T15:45:00,0.0,5.159999847412109,5.159999847412109,-4.593323230743408
2025-06-23T16:00:00,0.0,5.690000057220459,5.690000057220459,-4.295474052429199
2025-06-23T16:15:00,0.0,5.480000019073486,5.480000019073486,-4.103139400482178
2025-06-23T16:30:00,0.0,5.119999885559082,5.119999885559082,-3.315483331680298
2025-06-23T16:45:00,3.647890567779541,7.980000019073486,7.980000019073486,-4.332109451293945
2025-06-23T17:00:00,2.585261344909668,7.894999980926514,7.894999980926514,-5.309738636016846
2025-06-23T17:15:00,3.1949827671051025,7.099999904632568,7.099999904632568,-3.905017137527466
2025-06-23T17:30:00,3.193499803543091,7.117499828338623,7.117499828338623,-3.9240000247955322
2025-06-23T17:45:00,3.4915828704833984,6.800000190734863,6.800000190734863,-3.308417320251465
2025-06-23T18:00:00,1.8865981101989746,7.127500057220459,7.127500057220459,-5.240901947021484
